atlas	phenotype	trait_arm	stratum	method	score	beta_perregion	se_perregion	p_adj_perregion	beta_1lmm	se_1lmm	p_adj_1lmm	n
dk	baseline_thickness	ALZ_IGAP	EUR	CT	raw	0.0313470297017444	0.0168124096377125	0.498539049065089	0.031110526549028	0.0168245969027881	0.516086161084707	4308
dk	baseline_thickness	ALZ_IGAP	EUR	PRSCS	raw	0.0108916249049956	0.0160649527213707	0.497824594539605	0.0104352969594726	0.0160765488982451	0.516308158724462	4308
dk	baseline_thickness	ALZ_IGAP	EUR	SBayesR	raw	-0.0055286828422759	0.0154111604588221	0.719803281767996	-0.0057851310379652	0.0154221718680634	0.707591476731231	4308
dk	baseline_thickness	ALZ_IGAP	EUR	SBayesRC	raw	-0.0085451375126681	0.0154307533513421	0.579763081488123	-0.0089321188176225	0.0154417374997481	0.562997601630791	4308
dk	baseline_thickness	ALZ_IGAP_noAPOE	EUR	CT	raw	0.0348628252535368	0.0169549158873261	0.318583107344091	0.0346549266662892	0.0169672121970563	0.329332018542029	4308
dk	baseline_thickness	ALZ_IGAP_noAPOE	EUR	PRSCS	raw	0.0159459976146592	0.0165976532882418	0.336738023974001	0.0152421029417404	0.0166097292835235	0.358847892208757	4308
dk	baseline_thickness	ALZ_IGAP_noAPOE	EUR	SBayesR	raw	0.0029953510197877	0.0158292759461334	0.849922633181091	0.0026986057821736	0.0158406701785102	0.86473559092005	4308
dk	baseline_thickness	ALZ_IGAP_noAPOE	EUR	SBayesRC	raw	-0.0130114277713524	0.01564692286785	0.405700987893105	-0.0134152365518423	0.0156580876503454	0.391624895786502	4308
dk	baseline_thickness	EA	EUR	CT	raw	0.023765297269358	0.0152543585462601	0.954579116107897	0.0233556316221403	0.0152655012711423	1.0	4308
dk	baseline_thickness	EA	EUR	PRSCS	raw	0.0248409771463453	0.0158135551276241	0.116287717793356	0.0246162439582132	0.0158249739556215	0.119893536375587	4308
dk	baseline_thickness	EA	EUR	SBayesR	raw	0.0211069418540405	0.0158818448288511	0.183919634898778	0.0208816420734019	0.0158932867799368	0.188962071275519	4308
dk	baseline_thickness	EA	EUR	SBayesRC	raw	0.010986013342065	0.0158572910313284	0.488469453453206	0.0107534690944955	0.0158686886836447	0.498028221035624	4308
dk	global_slope	SCZ_pooled	full	CT	zanc	-0.0336942143386709	0.0103671824042967	0.0092672986858203	-0.0307725186094219	0.0103956503092897	0.0246719096604454	8596
dk	global_slope	SCZ_pooled	full	PRSCS	zanc	-0.0241731607310204	0.0104097615949384	0.0202488465324638	-0.0260103106835389	0.0104363877331129	0.0127128397457113	8596
dk	global_slope	SCZ_pooled	full	SBayesR	zanc	-0.0302618602724526	0.0104719979875671	0.0038651925262313	-0.0282806861002182	0.0105010555633123	0.0070930722960609	8596
dk	global_slope	SCZ_pooled	full	SBayesRC	zanc	-0.0289279012570905	0.0103880952382203	0.0053698015797175	-0.0296999291128302	0.0104160904342348	0.0043643711354791	8596
dk	global_slope	MDD_pooled	full	CT	zanc	-0.0215835978327403	0.0104563178872937	0.312268439684573	-0.0268221935852704	0.0105211289280301	0.0864835248837372	8596
dk	global_slope	MDD_pooled	full	PRSCS	zanc	-0.0206400809013562	0.0104380211873585	0.0480309849705774	-0.0244800104055234	0.0104644187978625	0.0193412615867978	8596
dk	global_slope	MDD_pooled	full	SBayesR	zanc	-0.0289618674280922	0.0105324503404756	0.00597707091327	-0.0313709983609196	0.0105566681544089	0.0029706781422967	8596
dk	global_slope	MDD_pooled	full	SBayesRC	zanc	-0.022346366677916	0.0104469561517593	0.0324631906936301	-0.025169616132243	0.0104722584050744	0.0162635289685912	8596
dk	global_slope	SCZ_eur	EUR	CT	raw	-0.0382449750732833	0.0146532917937058	0.0727062854139937	-0.034555001585194	0.0145542646838527	0.141066580963917	4308
dk	global_slope	SCZ_eur	EUR	PRSCS	raw	-0.0261229693689971	0.0146283582416503	0.0742111975283298	-0.0251610184774907	0.0146833748580065	0.0866853247313625	4308
dk	global_slope	SCZ_eur	EUR	SBayesR	raw	-0.0265702418902617	0.0146950237517761	0.0706634232424904	-0.0215714361179102	0.0147546022773624	0.143815607038342	4308
dk	global_slope	SCZ_eur	EUR	SBayesRC	raw	-0.0269757028288829	0.0145943769861633	0.0646228142270162	-0.0230510717087529	0.014653351354217	0.11577620021927	4308
dk	global_slope	MDD_eur	EUR	CT	raw	-0.0235205874265649	0.0144391999559421	0.827229356469735	-0.0286868617495379	0.0146198124402289	0.398472415281491	4308
dk	global_slope	MDD_eur	EUR	PRSCS	raw	-0.0157834976329046	0.0145574667223432	0.278331669038186	-0.0258032424299269	0.0146121641314448	0.077492566194884	4308
dk	global_slope	MDD_eur	EUR	SBayesR	raw	-0.0281923563230054	0.0147237333693555	0.0555946942998046	-0.0360536385956931	0.014774278245359	0.014718431692333	4308
dk	global_slope	MDD_eur	EUR	SBayesRC	raw	-0.0206661416173173	0.0146352088173887	0.158002824621422	-0.0300934942544134	0.0146860711346029	0.04051583882764	4308
dk	global_slope	ASD	EUR	CT	raw	0.0337502565646909	0.0144069105348172	0.153560604647377	0.0235044972520935	0.0144751027322843	0.835984619647399	4308
dk	global_slope	ASD	EUR	PRSCS	raw	0.0230348545520699	0.0144820593569322	0.111781986730724	0.0119844275919377	0.0145440362403594	0.409982521963389	4308
dk	global_slope	ASD	EUR	SBayesR	raw	0.0047010997403948	0.014471663924172	0.745312259028201	0.0030764010553191	0.0145322179351807	0.832355420303929	4308
dk	global_slope	ASD	EUR	SBayesRC	raw	0.0118376865241024	0.0144289350835871	0.412028094641634	0.011171916833683	0.0144922426902581	0.440816853354605	4308
dk	global_slope	ALZ	EUR	CT	raw	-0.0401420440251785	0.014452765258503	0.0440275073813437	-0.0439240549432533	0.0144721057290015	0.0193609001305125	4308
dk	global_slope	ALZ	EUR	PRSCS	raw	-0.0363330031160487	0.0144072005194405	0.0117115465958157	-0.0394597916157841	0.0144608047813025	0.006385298197973	4308
dk	global_slope	ALZ	EUR	SBayesR	raw	-0.0247139850245263	0.0144244751767004	0.0867274529985184	-0.0313608360723854	0.0144763588313232	0.0303433095119252	4308
dk	global_slope	ALZ	EUR	SBayesRC	raw	-0.0263516427466241	0.0144241763326466	0.0677879651734259	-0.033948808006122	0.0144730235960733	0.0190421651638657	4308
dk	global_slope	ALZ_noAPOE	EUR	CT	raw	-0.0353469979102189	0.0144599290155602	0.116383456943293	-0.030719470827653	0.0145231044713185	0.275777607953879	4308
dk	global_slope	ALZ_noAPOE	EUR	PRSCS	raw	-0.0243321543680107	0.0144396043211679	0.0920455832648573	-0.023478711893971	0.0145007924428765	0.105495920512429	4308
dk	global_slope	ALZ_noAPOE	EUR	SBayesR	raw	-0.0286397022922443	0.0144345917113692	0.0473113959860162	-0.0313388091355338	0.0144922548071707	0.0306416423546362	4308
dk	global_slope	ALZ_noAPOE	EUR	SBayesRC	raw	-0.016827413576778	0.0144390725260327	0.24392214896837	-0.0209269948683942	0.0144954033397899	0.148901281056062	4308
dk	global_slope	ALZ_IGAP	EUR	CT	raw	-0.0395786670225611	0.0162211804310507	0.117856313512138	-0.0367217406007363	0.016290211788795	0.193882562283754	4308
dk	global_slope	ALZ_IGAP	EUR	PRSCS	raw	-0.035785877778203	0.0150906365643876	0.0177674949256267	-0.036764881218713	0.0151493815786052	0.0152752145865928	4308
dk	global_slope	ALZ_IGAP	EUR	SBayesR	raw	-0.0231712856976908	0.0144541245774066	0.108992688804775	-0.031070490018967	0.0145055814155802	0.0322560803435439	4308
dk	global_slope	ALZ_IGAP	EUR	SBayesRC	raw	-0.0221460375146845	0.0144565301646066	0.125624609130444	-0.0308275757249421	0.0145061018172086	0.0336357871700515	4308
dk	global_slope	ALZ_IGAP_noAPOE	EUR	CT	raw	-0.0390749387651351	0.0163026785418513	0.132653542687158	-0.0351204884358774	0.0163730267775414	0.256081824378644	4308
dk	global_slope	ALZ_IGAP_noAPOE	EUR	PRSCS	raw	-0.0298021971495635	0.0155993880368462	0.0561432395436641	-0.0282028561691975	0.0156600656356225	0.071787314965761	4308
dk	global_slope	ALZ_IGAP_noAPOE	EUR	SBayesR	raw	-0.024824903042127	0.0149055147714827	0.0958931454781842	-0.0279763791729139	0.0149639953616474	0.0616144987005163	4308
dk	global_slope	ALZ_IGAP_noAPOE	EUR	SBayesRC	raw	-0.0052980047206188	0.0147320974143396	0.719147595467506	-0.0144916785776681	0.0147893326144783	0.327207204703376	4308
dk	global_slope	EA	EUR	CT	raw	0.0321606868083776	0.0149136437244306	0.248852461017713	0.0387531985122209	0.0149684619179584	0.077284163033781	4308
dk	global_slope	EA	EUR	PRSCS	raw	0.0334721235575135	0.0148321564324913	0.0240785418059752	0.0379731140411325	0.0148869972556328	0.0107858060878311	4308
dk	global_slope	EA	EUR	SBayesR	raw	0.0317923786127361	0.0148641184368355	0.0325070753847152	0.0367841827825376	0.0149153993791573	0.0136980593907107	4308
dk	global_slope	EA	EUR	SBayesRC	raw	0.0296171721130895	0.0148551975377891	0.0462500613538135	0.0309001756718579	0.0149096753666581	0.0382840494994539	4308
